,species0,species1,species2
69.4695,0.189397,0.436499,0.381843
69.5696,0.191168,0.434196,0.382291
69.6697,0.192928,0.431844,0.382804
69.7698,0.194676,0.429445,0.383382
69.8699,0.196408,0.427002,0.384025
69.97,0.198124,0.424516,0.384733
70.0701,0.199821,0.42199,0.385506
70.1702,0.201498,0.419426,0.386343
70.2703,0.203152,0.416827,0.387244
70.3704,0.204782,0.414195,0.38821
70.4705,0.206385,0.411532,0.389238
70.5706,0.207959,0.40884,0.39033
70.6707,0.209503,0.406123,0.391485
70.7708,0.211014,0.403383,0.392701
70.8709,0.212491,0.400622,0.39398
70.971,0.213932,0.397843,0.395319
71.0711,0.215334,0.395048,0.396718
71.1712,0.216696,0.392241,0.398177
71.2713,0.218016,0.389422,0.399694
71.3714,0.219293,0.386597,0.40127
71.4715,0.220524,0.383765,0.402902
71.5716,0.221708,0.380931,0.404591
71.6717,0.222843,0.378097,0.406335
71.7718,0.223928,0.375266,0.408132
71.8719,0.224961,0.372439,0.409983
71.972,0.225941,0.36962,0.411885
72.0721,0.226866,0.36681,0.413837
72.1722,0.227736,0.364013,0.415839
72.2723,0.228548,0.361231,0.417888
72.3724,0.229302,0.358465,0.419984
72.4725,0.229998,0.355719,0.422124
72.5726,0.230633,0.352994,0.424308
72.6727,0.231207,0.350294,0.426533
72.7728,0.23172,0.347619,0.428799
72.8729,0.232171,0.344972,0.431102
72.973,0.232559,0.342355,0.433443
73.0731,0.232884,0.339771,0.435818
73.1732,0.233146,0.33722,0.438226
73.2733,0.233344,0.334705,0.440665
73.3734,0.233479,0.332228,0.443134
73.4735,0.23355,0.32979,0.445629
73.5736,0.233558,0.327393,0.44815
73.6737,0.233502,0.325039,0.450694
73.7738,0.233384,0.322728,0.453258
73.8739,0.233203,0.320464,0.455842
73.974,0.23296,0.318245,0.458442
74.0741,0.232656,0.316075,0.461057
74.1742,0.232292,0.313955,0.463685
74.2743,0.231868,0.311885,0.466322
74.3744,0.231385,0.309866,0.468967
74.4745,0.230844,0.3079,0.471618
74.5746,0.230247,0.305988,0.474273
74.6747,0.229594,0.30413,0.476929
74.7748,0.228887,0.302327,0.479583
74.8749,0.228126,0.30058,0.482235
74.975,0.227315,0.29889,0.484881
75.0751,0.226453,0.297258,0.487519
75.1752,0.225542,0.295683,0.490147
75.2753,0.224584,0.294166,0.492762
75.3754,0.223581,0.292709,0.495364
75.4755,0.222534,0.29131,0.497948
75.5756,0.221444,0.289971,0.500514
75.6757,0.220314,0.288692,0.503059
75.7758,0.219145,0.287473,0.505581
75.8759,0.217939,0.286315,0.508078
75.976,0.216697,0.285217,0.510548
76.0761,0.215423,0.284179,0.512989
76.1762,0.214116,0.283202,0.515399
76.2763,0.21278,0.282286,0.517776
76.3764,0.211415,0.28143,0.520118
76.4765,0.210024,0.280635,0.522423
76.5766,0.208609,0.279901,0.52469
76.6767,0.207171,0.279227,0.526917
76.7768,0.205712,0.278613,0.529102
76.8769,0.204234,0.27806,0.531243
76.977,0.202739,0.277566,0.53334
77.0771,0.201228,0.277132,0.53539
77.1772,0.199703,0.276758,0.537392
77.2773,0.198165,0.276442,0.539345
77.3774,0.196617,0.276186,0.541247
77.4775,0.195061,0.275988,0.543097
77.5776,0.193496,0.275848,0.544894
77.6777,0.191926,0.275766,0.546637
77.7778,0.190352,0.275741,0.548324
77.8779,0.188774,0.275774,0.549955
77.978,0.187196,0.275863,0.551528
78.0781,0.185617,0.276008,0.553043
78.1782,0.184039,0.276209,0.554499
78.2783,0.182464,0.276465,0.555895
78.3784,0.180894,0.276775,0.55723
78.4785,0.179328,0.277141,0.558503
78.5786,0.177768,0.277559,0.559715
78.6787,0.176216,0.278031,0.560863
78.7788,0.174673,0.278556,0.561949
78.8789,0.173139,0.279133,0.562971
78.979,0.171616,0.279761,0.563929
79.0791,0.170105,0.28044,0.564823
79.1792,0.168606,0.281169,0.565652
79.2793,0.167121,0.281948,0.566417
79.3794,0.16565,0.282776,0.567116
79.4795,0.164194,0.283653,0.567751
79.5796,0.162754,0.284577,0.56832
79.6797,0.161331,0.285548,0.568824
79.7798,0.159925,0.286565,0.569264
79.8799,0.158537,0.287629,0.569638
79.98,0.157167,0.288737,0.569947
80.0801,0.155817,0.289889,0.570191
80.1802,0.154487,0.291085,0.570371
80.2803,0.153176,0.292323,0.570487
80.3804,0.151887,0.293604,0.570539
80.4805,0.150619,0.294925,0.570527
80.5806,0.149372,0.296287,0.570453
80.6807,0.148148,0.297688,0.570315
80.7808,0.146946,0.299128,0.570116
80.8809,0.145767,0.300606,0.569855
80.981,0.14461,0.30212,0.569532
81.0811,0.143478,0.303671,0.56915
81.1812,0.142369,0.305256,0.568707
81.2813,0.141283,0.306876,0.568206
81.3814,0.140222,0.308528,0.567646
81.4815,0.139185,0.310213,0.567028
81.5816,0.138173,0.31193,0.566354
81.6817,0.137186,0.313676,0.565623
81.7818,0.136223,0.315452,0.564837
81.8819,0.135285,0.317256,0.563997
81.982,0.134372,0.319087,0.563104
82.0821,0.133485,0.320944,0.562158
82.1822,0.132623,0.322826,0.56116
82.2823,0.131786,0.324733,0.560112
82.3824,0.130975,0.326662,0.559015
82.4825,0.130189,0.328612,0.557869
82.5826,0.129429,0.330583,0.556675
82.6827,0.128694,0.332574,0.555436
82.7828,0.127985,0.334583,0.554151
82.8829,0.127301,0.336609,0.552822
82.983,0.126644,0.33865,0.55145
83.0831,0.126012,0.340706,0.550037
83.1832,0.125405,0.342776,0.548583
83.2833,0.124824,0.344858,0.547089
83.3834,0.124269,0.34695,0.545558
83.4835,0.123739,0.349053,0.54399
83.5836,0.123235,0.351163,0.542386
83.6837,0.122757,0.353281,0.540748
83.7838,0.122304,0.355404,0.539077
83.8839,0.121876,0.357532,0.537374
83.984,0.121474,0.359664,0.53564
84.0841,0.121098,0.361797,0.533878
84.1842,0.120746,0.36393,0.532087
84.2843,0.120421,0.366063,0.530271
84.3844,0.12012,0.368193,0.528429
84.4845,0.119845,0.37032,0.526563
84.5846,0.119595,0.372443,0.524675
84.6847,0.11937,0.374559,0.522766
84.7848,0.11917,0.376668,0.520837
84.8849,0.118996,0.378767,0.518889
84.985,0.118846,0.380857,0.516925
85.0851,0.118722,0.382935,0.514945
85.1852,0.118623,0.385,0.51295
85.2853,0.118548,0.387052,0.510943
85.3854,0.118498,0.389087,0.508924
85.4855,0.118474,0.391106,0.506895
85.5856,0.118474,0.393106,0.504856
85.6857,0.118498,0.395087,0.502811
85.7858,0.118548,0.397047,0.500759
85.8859,0.118622,0.398985,0.498702
85.986,0.118721,0.4009,0.496642
86.0861,0.118845,0.40279,0.494579
86.1862,0.118993,0.404654,0.492515
86.2863,0.119165,0.406491,0.490452
86.3864,0.119362,0.4083,0.48839
86.4865,0.119584,0.410078,0.486331
86.5866,0.11983,0.411826,0.484277
86.6867,0.1201,0.413542,0.482227
86.7868,0.120395,0.415224,0.480185
86.8869,0.120714,0.416873,0.47815
86.987,0.121057,0.418485,0.476125
87.0871,0.121424,0.420061,0.474109
87.1872,0.121815,0.421599,0.472106
87.2873,0.122231,0.423098,0.470115
87.3874,0.12267,0.424557,0.468137
87.4875,0.123133,0.425975,0.466175
87.5876,0.12362,0.427351,0.464229
87.6877,0.124131,0.428685,0.4623
87.7878,0.124665,0.429974,0.460389
87.8879,0.125223,0.431218,0.458498
87.988,0.125805,0.432416,0.456627
88.0881,0.12641,0.433568,0.454778
88.1882,0.127038,0.434672,0.452951
88.2883,0.127689,0.435728,0.451148
88.3884,0.128363,0.436734,0.449369
88.4885,0.12906,0.43769,0.447616
88.5886,0.12978,0.438596,0.44589
88.6887,0.130522,0.43945,0.44419
88.7888,0.131287,0.440252,0.442519
88.8889,0.132073,0.441002,0.440878
88.989,0.132882,0.441698,0.439266
89.0891,0.133713,0.44234,0.437685
89.1892,0.134565,0.442927,0.436137
89.2893,0.135438,0.44346,0.434621
89.3894,0.136332,0.443937,0.433138
89.4895,0.137247,0.444358,0.43169
89.5896,0.138183,0.444723,0.430277
89.6897,0.139138,0.445031,0.428899
89.7898,0.140114,0.445283,0.427558
89.8899,0.141108,0.445477,0.426255
89.99,0.142122,0.445614,0.424989
90.0901,0.143155,0.445693,0.423762
90.1902,0.144205,0.445715,0.422574
90.2903,0.145274,0.445679,0.421427
90.3904,0.14636,0.445584,0.420319
90.4905,0.147462,0.445432,0.419253
90.5906,0.148581,0.445223,0.418229
90.6907,0.149716,0.444955,0.417247
90.7908,0.150866,0.44463,0.416308
90.8909,0.152031,0.444247,0.415413
90.991,0.15321,0.443808,0.414561
91.0911,0.154402,0.443311,0.413753
91.1912,0.155607,0.442758,0.412991
91.2913,0.156824,0.442148,0.412274
91.3914,0.158052,0.441483,0.411602
91.4915,0.159291,0.440762,0.410977
91.5916,0.160539,0.439986,0.410398
91.6917,0.161797,0.439157,0.409866
91.7918,0.163063,0.438273,0.409381
91.8919,0.164336,0.437337,0.408944
91.992,0.165615,0.436348,0.408555
92.0921,0.1669,0.435308,0.408213
92.1922,0.168189,0.434217,0.40792
92.2923,0.169483,0.433076,0.407676
92.3924,0.170778,0.431886,0.40748
92.4925,0.172075,0.430649,0.407333
92.5926,0.173373,0.429364,0.407236
92.6927,0.174671,0.428034,0.407187
92.7928,0.175966,0.426659,0.407188
92.8929,0.177259,0.42524,0.407238
92.993,0.178549,0.423778,0.407337
93.0931,0.179833,0.422276,0.407486
93.1932,0.181111,0.420733,0.407684
93.2933,0.182382,0.419152,0.407932
93.3934,0.183644,0.417533,0.408229
93.4935,0.184897,0.415878,0.408575
93.5936,0.186138,0.414189,0.40897
93.6937,0.187368,0.412467,0.409414
93.7938,0.188584,0.410713,0.409907
93.8939,0.189786,0.408929,0.410448
93.994,0.190972,0.407117,0.411037
94.0941,0.192141,0.405278,0.411675
94.1942,0.193292,0.403413,0.412359
94.2943,0.194423,0.401525,0.413091
94.3944,0.195533,0.399614,0.41387
94.4945,0.196622,0.397683,0.414696
94.5946,0.197687,0.395734,0.415567
94.6947,0.198728,0.393767,0.416483
94.7948,0.199744,0.391786,0.417445
94.8949,0.200733,0.38979,0.41845
94.995,0.201695,0.387783,0.4195
95.0951,0.202627,0.385765,0.420592
95.1952,0.20353,0.38374,0.421727
95.2953,0.204402,0.381707,0.422903
95.3954,0.205242,0.37967,0.424121
95.4955,0.206049,0.377629,0.425378
95.5956,0.206822,0.375587,0.426675
95.6957,0.20756,0.373545,0.428009
95.7958,0.208263,0.371505,0.429382
95.8959,0.20893,0.369469,0.43079
95.996,0.209559,0.367438,0.432235
96.0961,0.210151,0.365414,0.433713
96.1962,0.210704,0.363399,0.435226
96.2963,0.211217,0.361394,0.43677
96.3964,0.211691,0.359401,0.438346
96.4965,0.212125,0.357421,0.439952
96.5966,0.212518,0.355456,0.441587
96.6967,0.21287,0.353507,0.443249
96.7968,0.213181,0.351576,0.444938
96.8969,0.21345,0.349665,0.446652
96.997,0.213677,0.347774,0.448389
97.0971,0.213862,0.345905,0.450149
97.1972,0.214004,0.34406,0.451931
97.2973,0.214105,0.34224,0.453732
97.3974,0.214163,0.340445,0.455551
97.4975,0.214179,0.338678,0.457388
97.5976,0.214153,0.336939,0.459239
97.6977,0.214085,0.33523,0.461105
97.7978,0.213975,0.333552,0.462984
97.8979,0.213824,0.331905,0.464873
97.998,0.213633,0.330291,0.466772
98.0981,0.2134,0.32871,0.468679
98.1982,0.213128,0.327165,0.470592
98.2983,0.212815,0.325655,0.47251
98.3984,0.212464,0.324181,0.474432
98.4985,0.212075,0.322744,0.476355
98.5986,0.211647,0.321346,0.478279
98.6987,0.211183,0.319986,0.480202
98.7988,0.210682,0.318665,0.482121
98.8989,0.210146,0.317385,0.484037
98.999,0.209575,0.316145,0.485946
99.0991,0.208971,0.314946,0.487848
99.1992,0.208333,0.31379,0.489741
99.2993,0.207663,0.312675,0.491624
99.3994,0.206963,0.311603,0.493494
99.4995,0.206232,0.310574,0.495352
99.5996,0.205472,0.309588,0.497194
99.6997,0.204684,0.308646,0.49902
99.7998,0.203869,0.307748,0.500828
99.8999,0.203029,0.306894,0.502617
100,0.202163,0.306085,0.504386
