,species0,species1,species2
29.6296,0.15538,0.443657,0.412305
29.7297,0.16163,0.440037,0.409131
29.8298,0.16809,0.435061,0.407147
29.9299,0.174643,0.428826,0.406387
30.03,0.18116,0.421458,0.406869
30.1301,0.187496,0.41311,0.408597
30.2302,0.193499,0.403962,0.411552
30.3303,0.199014,0.394212,0.4157
30.4304,0.203888,0.384073,0.420981
30.5305,0.207984,0.373763,0.427314
30.6306,0.211183,0.363499,0.434594
30.7307,0.213394,0.353491,0.442693
30.8308,0.214558,0.343932,0.451461
30.9309,0.214654,0.334996,0.460731
31.031,0.213697,0.326834,0.470321
31.1311,0.211739,0.319567,0.480038
31.2312,0.208862,0.313294,0.489688
31.3313,0.205175,0.308085,0.499077
31.4314,0.200804,0.303987,0.50802
31.5315,0.195888,0.301025,0.516345
31.6316,0.190569,0.299205,0.523898
31.7317,0.184988,0.298517,0.530546
31.8318,0.179278,0.298934,0.53618
31.9319,0.17356,0.30042,0.540717
32.032,0.167944,0.302925,0.544098
32.1321,0.162524,0.30639,0.546291
32.2322,0.157379,0.310747,0.547285
32.3323,0.152573,0.315917,0.547097
32.4324,0.14816,0.321814,0.54576
32.5325,0.144178,0.328343,0.54333
32.6326,0.140659,0.335402,0.539878
32.7327,0.137625,0.342881,0.535491
32.8328,0.13509,0.350663,0.530268
32.9329,0.133063,0.358627,0.524319
33.033,0.131552,0.366648,0.517761
33.1331,0.130557,0.374598,0.510719
33.2332,0.130078,0.382348,0.503319
33.3333,0.130111,0.389773,0.495691
33.4334,0.130653,0.39675,0.487961
33.5335,0.131696,0.40316,0.480255
33.6336,0.13323,0.408895,0.472695
33.7337,0.135241,0.413856,0.465397
33.8338,0.137713,0.417954,0.458469
33.9339,0.140625,0.421115,0.452013
34.034,0.143947,0.42328,0.446122
34.1341,0.147646,0.42441,0.440881
34.2342,0.151679,0.424479,0.436362
34.3343,0.155994,0.423487,0.432631
34.4344,0.160529,0.421451,0.429741
34.5345,0.165213,0.41841,0.427733
34.6346,0.169966,0.414425,0.426637
34.7347,0.1747,0.409576,0.426471
34.8348,0.179318,0.403963,0.427238
34.9349,0.183721,0.397704,0.428928
35.035,0.187808,0.390929,0.431515
35.1351,0.191481,0.38378,0.434957
35.2352,0.19465,0.376406,0.439198
35.3353,0.197236,0.368956,0.444163
35.4354,0.199172,0.361578,0.449766
35.5355,0.200415,0.354416,0.455902
35.6356,0.200937,0.3476,0.462458
35.7357,0.200736,0.34125,0.469308
35.8358,0.199829,0.335471,0.47632
35.9359,0.198255,0.330349,0.483358
36.036,0.196069,0.325956,0.490287
36.1361,0.193342,0.322345,0.496972
36.2362,0.190156,0.319554,0.503289
36.3363,0.1866,0.317604,0.50912
36.4364,0.182765,0.316503,0.514362
36.5365,0.178744,0.316244,0.518926
36.6366,0.174626,0.31681,0.522739
36.7367,0.170492,0.318173,0.525746
36.8368,0.166421,0.320294,0.527907
36.9369,0.162479,0.323125,0.529203
37.037,0.158727,0.32661,0.52963
37.1371,0.155215,0.330685,0.5292
37.2372,0.151986,0.335279,0.527942
37.3373,0.149075,0.340316,0.525898
37.4374,0.146511,0.345711,0.523121
37.5375,0.144314,0.351377,0.519678
37.6376,0.142502,0.357223,0.515643
37.7377,0.141085,0.363153,0.511098
37.8378,0.140072,0.369071,0.506131
37.9379,0.139465,0.374881,0.500835
38.038,0.139266,0.380488,0.495304
38.1381,0.139471,0.385797,0.489635
38.2382,0.140076,0.390722,0.483924
38.3383,0.141069,0.395178,0.478263
38.4384,0.142441,0.39909,0.472744
38.5385,0.144173,0.402391,0.467453
38.6386,0.146246,0.405024,0.462472
38.7387,0.148635,0.406943,0.457876
38.8388,0.15131,0.408114,0.453733
38.9389,0.154235,0.408519,0.450105
39.039,0.157371,0.408151,0.447044
39.1391,0.160668,0.407019,0.444596
39.2392,0.164076,0.405148,0.442796
39.3393,0.167535,0.402575,0.441668
39.4394,0.170984,0.399355,0.441229
39.5395,0.174356,0.395552,0.441484
39.6396,0.177585,0.391246,0.442426
39.7397,0.180602,0.386525,0.444039
39.8398,0.183343,0.381483,0.446293
39.9399,0.185747,0.376224,0.449148
40.04,0.187759,0.370851,0.452553
40.1401,0.189335,0.36547,0.456446
40.2402,0.190441,0.360181,0.460755
40.3403,0.191056,0.355084,0.465399
40.4404,0.19117,0.350267,0.470293
40.5405,0.190788,0.345814,0.475343
40.6406,0.189929,0.341794,0.480453
40.7407,0.188622,0.33827,0.485528
40.8408,0.186906,0.33529,0.490472
40.9409,0.184831,0.332892,0.495194
41.041,0.182452,0.331102,0.499608
41.1411,0.179828,0.329935,0.503635
41.2412,0.177021,0.329395,0.507206
41.3413,0.174092,0.329476,0.510263
41.4414,0.171101,0.330164,0.512759
41.5415,0.168107,0.331435,0.514658
41.6416,0.165161,0.333257,0.515937
41.7417,0.162314,0.335592,0.516585
41.8418,0.159608,0.338393,0.516605
41.9419,0.157082,0.34161,0.516009
42.042,0.154769,0.345185,0.51482
42.1421,0.152696,0.349056,0.513072
42.2422,0.150887,0.353158,0.510808
42.3423,0.149359,0.357422,0.508077
42.4424,0.148126,0.361777,0.504936
42.5425,0.147199,0.366151,0.501448
42.6426,0.146583,0.370471,0.497678
42.7427,0.146282,0.374666,0.493696
42.8428,0.146295,0.378665,0.489572
42.9429,0.146618,0.382403,0.485378
43.043,0.147244,0.385817,0.481186
43.1431,0.148165,0.388849,0.477063
43.2432,0.149365,0.391448,0.473078
43.3433,0.150828,0.393571,0.469293
43.4434,0.152534,0.395182,0.465768
43.5435,0.154459,0.396255,0.462557
43.6436,0.156573,0.396774,0.459709
43.7437,0.158846,0.396731,0.457268
43.8438,0.161242,0.39613,0.455268
43.9439,0.163722,0.394986,0.453739
44.044,0.166243,0.393324,0.452703
44.1441,0.168761,0.391179,0.452174
44.2442,0.171229,0.388595,0.452157
44.3443,0.173601,0.385624,0.45265
44.4444,0.17583,0.382327,0.453641
44.5445,0.177871,0.37877,0.45511
44.6446,0.179683,0.375022,0.457031
44.7447,0.181228,0.371158,0.459367
44.8448,0.182475,0.36725,0.462074
44.9449,0.183399,0.363373,0.465102
45.045,0.183983,0.359596,0.468394
45.1451,0.184218,0.355989,0.47189
45.2452,0.184103,0.352612,0.475523
45.3453,0.183647,0.349522,0.479227
45.4454,0.182865,0.346768,0.482932
45.5455,0.181781,0.34439,0.48657
45.6456,0.180424,0.342422,0.490074
45.7457,0.178828,0.340889,0.493383
45.8458,0.177032,0.339807,0.496437
45.9459,0.175078,0.339186,0.499183
46.046,0.173006,0.339026,0.501577
46.1461,0.17086,0.339321,0.50358
46.2462,0.168682,0.340056,0.505163
46.3463,0.166511,0.341213,0.506303
46.4464,0.164386,0.342764,0.506989
46.5465,0.16234,0.344677,0.507217
46.6466,0.160406,0.346917,0.506991
46.7467,0.158612,0.349441,0.506325
46.8468,0.156981,0.352205,0.505237
46.9469,0.155535,0.35516,0.503756
47.047,0.154292,0.358255,0.501915
47.1471,0.153264,0.361437,0.499752
47.2472,0.152462,0.364652,0.497311
47.3473,0.151895,0.367847,0.494639
47.4474,0.151565,0.370968,0.491785
47.5475,0.151474,0.373962,0.488802
47.6476,0.151621,0.37678,0.485743
47.7477,0.152001,0.379374,0.482659
47.8478,0.152606,0.381701,0.479604
47.9479,0.153426,0.383723,0.476628
48.048,0.154449,0.385406,0.473779
48.1481,0.155657,0.386722,0.471104
48.2482,0.157032,0.387652,0.468644
48.3483,0.158554,0.388181,0.466439
48.4484,0.160196,0.388302,0.464522
48.5485,0.161933,0.388016,0.462922
48.6486,0.163736,0.387332,0.461663
48.7487,0.165573,0.386266,0.460762
48.8488,0.167413,0.38484,0.460231
48.9489,0.169222,0.383084,0.460077
49.049,0.170968,0.381034,0.460299
49.1491,0.172617,0.378731,0.46089
49.2492,0.174138,0.376221,0.461838
49.3493,0.175502,0.373552,0.463123
49.4494,0.176682,0.370776,0.46472
49.5495,0.177657,0.367946,0.466599
49.6496,0.178406,0.365114,0.468725
49.7497,0.178919,0.362332,0.471057
49.8498,0.179186,0.359649,0.473552
49.9499,0.179205,0.357113,0.476164
50.0501,0.178979,0.354765,0.478844
50.1502,0.178518,0.352644,0.481544
50.2503,0.177834,0.350782,0.484213
50.3504,0.176945,0.349208,0.486804
50.4505,0.175873,0.347944,0.489271
50.5506,0.174644,0.347004,0.49157
50.6507,0.173285,0.346399,0.493662
50.7508,0.171824,0.346134,0.495512
50.8509,0.170291,0.346205,0.49709
50.951,0.168717,0.346606,0.498372
51.0511,0.16713,0.347325,0.499339
51.1512,0.165559,0.348344,0.499981
51.2513,0.164031,0.349641,0.500289
51.3514,0.16257,0.351191,0.500266
51.4515,0.161199,0.352964,0.499917
51.5516,0.159938,0.354928,0.499253
51.6517,0.158806,0.357047,0.498293
51.7518,0.157816,0.359283,0.497058
51.8519,0.156982,0.361598,0.495575
51.952,0.156313,0.363952,0.493874
52.0521,0.155817,0.366305,0.491987
52.1522,0.155498,0.368617,0.489951
52.2523,0.155359,0.370849,0.487803
52.3524,0.155399,0.372963,0.485581
52.4525,0.155616,0.374924,0.483324
52.5526,0.156004,0.3767,0.481073
52.6527,0.156556,0.378261,0.478863
52.7528,0.157262,0.379581,0.476733
52.8529,0.158111,0.38064,0.474717
52.953,0.159087,0.381421,0.472848
53.0531,0.160175,0.381912,0.471156
53.1532,0.161357,0.382108,0.469666
53.2533,0.162613,0.382007,0.468403
53.3534,0.163921,0.381614,0.467384
53.4535,0.165259,0.380939,0.466625
53.5536,0.166604,0.379997,0.466136
53.6537,0.167932,0.378808,0.465922
53.7538,0.169218,0.377395,0.465984
53.8539,0.170439,0.375788,0.466319
53.954,0.171574,0.374019,0.466919
54.0541,0.1726,0.37212,0.467771
54.1542,0.173499,0.370129,0.468858
54.2543,0.174256,0.368084,0.470158
54.3544,0.174855,0.366021,0.471646
54.4545,0.175287,0.363978,0.473295
54.5546,0.175546,0.361992,0.475073
54.6547,0.175628,0.360097,0.476948
54.7548,0.175535,0.358327,0.478885
54.8549,0.17527,0.356708,0.480849
54.955,0.174842,0.355269,0.482804
55.0551,0.174261,0.354031,0.484715
55.1552,0.173542,0.353011,0.486547
55.2553,0.172701,0.352224,0.488271
55.3554,0.171757,0.351679,0.489854
55.4555,0.170728,0.351382,0.491272
55.5556,0.169637,0.351333,0.492501
55.6557,0.168504,0.351529,0.493522
55.7558,0.16735,0.351962,0.494319
55.8559,0.166197,0.352622,0.494882
55.956,0.165064,0.353493,0.495205
56.0561,0.163971,0.354559,0.495286
56.1562,0.162934,0.355798,0.495127
56.2563,0.161971,0.357186,0.494735
56.3564,0.161096,0.358699,0.494121
56.4565,0.16032,0.360308,0.4933
56.5566,0.159656,0.361986,0.492288
56.6567,0.159111,0.363704,0.491107
56.7568,0.158692,0.365431,0.48978
56.8569,0.158404,0.367138,0.488333
56.957,0.158249,0.368796,0.486791
57.0571,0.158228,0.370376,0.485184
57.1572,0.158339,0.371853,0.48354
57.2573,0.15858,0.373202,0.481887
57.3574,0.158945,0.3744,0.480254
57.4575,0.159427,0.375429,0.478669
57.5576,0.160017,0.376271,0.477158
57.6577,0.160706,0.376914,0.475746
57.7578,0.16148,0.377348,0.474456
57.8579,0.162327,0.377568,0.473307
57.958,0.163232,0.377572,0.472319
58.0581,0.164179,0.377362,0.471505
58.1582,0.165153,0.376943,0.470879
58.2583,0.166135,0.376327,0.470448
58.3584,0.167109,0.375526,0.470218
58.4585,0.168057,0.374556,0.470191
58.5586,0.168962,0.373438,0.470365
58.6587,0.169808,0.372192,0.470735
58.7588,0.17058,0.370844,0.471293
58.8589,0.171265,0.369418,0.472026
58.959,0.171849,0.367942,0.472921
59.0591,0.172324,0.366442,0.47396
59.1592,0.17268,0.364946,0.475123
59.2593,0.172913,0.363481,0.476388
59.3594,0.17302,0.362072,0.477731
59.4595,0.173001,0.360743,0.479129
59.5596,0.172857,0.359517,0.480555
59.6597,0.172593,0.358413,0.481984
59.7598,0.172216,0.357449,0.48339
59.8599,0.171735,0.356639,0.484749
59.96,0.17116,0.355996,0.486036
60.0601,0.170505,0.355526,0.487229
60.1602,0.169783,0.355237,0.48831
60.2603,0.169008,0.355129,0.489259
60.3604,0.168195,0.355202,0.490062
60.4605,0.167359,0.355451,0.490707
60.5606,0.166517,0.355871,0.491184
60.6607,0.165682,0.35645,0.491488
60.7608,0.164869,0.357177,0.491616
60.8609,0.164091,0.358037,0.491569
60.961,0.163362,0.359014,0.491349
61.0611,0.162691,0.36009,0.490964
61.1612,0.162091,0.361244,0.490422
61.2613,0.161569,0.362456,0.489737
61.3614,0.161132,0.363705,0.488921
61.4615,0.160786,0.364969,0.487991
61.5616,0.160536,0.366225,0.486966
61.6617,0.160384,0.367453,0.485864
61.7618,0.160331,0.368631,0.484706
61.8619,0.160377,0.36974,0.483512
61.962,0.16052,0.37076,0.482303
62.0621,0.160756,0.371677,0.481101
62.1622,0.161081,0.372473,0.479926
62.2623,0.161488,0.373137,0.478798
62.3624,0.16197,0.373659,0.477736
62.4625,0.162518,0.374031,0.476757
62.5626,0.163122,0.374247,0.475877
62.6627,0.163773,0.374306,0.475109
62.7628,0.164457,0.374209,0.474466
62.8629,0.165164,0.373958,0.473957
62.963,0.16588,0.37356,0.47359
63.0631,0.166594,0.373025,0.473368
63.1632,0.167292,0.372362,0.473295
63.2633,0.167963,0.371586,0.47337
63.3634,0.168594,0.370711,0.473589
63.4635,0.169175,0.369755,0.473948
63.5636,0.169695,0.368736,0.474439
63.6637,0.170145,0.367673,0.475051
63.7638,0.170518,0.366585,0.475773
63.8639,0.170807,0.365492,0.47659
63.964,0.171009,0.364414,0.477488
64.0641,0.17112,0.36337,0.478449
64.1642,0.17114,0.362377,0.479455
64.2643,0.171069,0.361452,0.480489
64.3644,0.170911,0.360611,0.481532
64.4645,0.170668,0.359866,0.482564
64.5646,0.170348,0.359231,0.483569
64.6647,0.169958,0.358713,0.484528
64.7648,0.169504,0.35832,0.485424
64.8649,0.168998,0.358057,0.486244
64.965,0.168449,0.357927,0.486973
65.0651,0.167867,0.357929,0.487599
65.1652,0.167264,0.358063,0.488114
65.2653,0.16665,0.358322,0.488509
65.3654,0.166038,0.358702,0.488779
65.4655,0.165436,0.359194,0.488921
65.5656,0.164856,0.359788,0.488935
65.6657,0.164307,0.360472,0.488823
65.7658,0.163798,0.361233,0.488588
65.8659,0.163337,0.362058,0.488236
65.966,0.16293,0.362931,0.487774
66.0661,0.162585,0.363836,0.487214
66.1662,0.162305,0.364758,0.486566
66.2663,0.162094,0.36568,0.485842
66.3664,0.161954,0.366587,0.485057
66.4665,0.161888,0.367463,0.484225
66.5666,0.161895,0.368292,0.483361
66.6667,0.161974,0.369063,0.48248
66.7668,0.162123,0.36976,0.481597
66.8669,0.162339,0.370374,0.48073
66.967,0.162617,0.370894,0.479891
67.0671,0.162952,0.371313,0.479095
67.1672,0.163337,0.371624,0.478355
67.2673,0.163767,0.371822,0.477684
67.3674,0.164232,0.371907,0.477091
67.4675,0.164725,0.371876,0.476587
67.5676,0.165237,0.371733,0.476179
67.6677,0.165759,0.371482,0.475872
67.7678,0.166282,0.371127,0.475672
67.8679,0.166796,0.370677,0.475579
67.968,0.167293,0.37014,0.475595
68.0681,0.167763,0.369528,0.475717
68.1682,0.168199,0.368853,0.475943
68.2683,0.168593,0.368126,0.476268
68.3684,0.168939,0.367361,0.476683
68.4685,0.16923,0.366574,0.477182
68.5686,0.169462,0.365777,0.477755
68.6687,0.169632,0.364986,0.47839
68.7688,0.169737,0.364214,0.479075
68.8689,0.169776,0.363474,0.479799
68.969,0.169748,0.36278,0.480547
69.0691,0.169657,0.362142,0.481306
69.1692,0.169504,0.361571,0.482063
69.2693,0.169292,0.361076,0.482804
69.3694,0.169028,0.360664,0.483517
69.4695,0.168715,0.360342,0.484188
69.5696,0.168361,0.360113,0.484807
69.6697,0.167973,0.359981,0.485364
